#element,configuration,UUID
Cr,X/BCC,27c213c7-7252-41f1-93e9-54d2517d9219
Cr,X/Diamond,43f5f688-8159-4552-948a-188a34231803
Cr,X/FCC,1d10934e-8b56-4686-be86-695e0dcd7ff1
Cr,X/SC,5ff5e690-479a-44f5-ba6a-41a13d681eef
Cs,X/BCC,92e4fea7-4964-40ec-b1dd-45570ef9d5c2
Cs,X/Diamond,9ede1eee-79b9-4fcf-806f-0fa0755d413a
Cs,X/FCC,f3ef79b5-b222-43a0-afbe-dcab8b74bab6
Cs,X/SC,a0e375f3-be4e-47a6-b47d-a6ad656bd064
Cu,X/BCC,7fc369b3-882a-4135-8fcc-76a2f7ee7693
Cu,X/Diamond,31c4aecd-5bb8-44fa-afd0-8eb96855a120
Cu,X/FCC,20e29009-25c0-4d1d-80e9-7d951b992c0c
Cu,X/SC,572b4a83-27f3-4f6d-85c8-9f18797afc5d
Dy,X/BCC,65eed834-563a-4940-b3c9-0f1422c423bf
Dy,X/Diamond,fbec2afc-eb24-4291-a2c9-5037904f753b
Dy,X/FCC,2e093999-49c1-414d-8a88-38cee786b6db
Dy,X/SC,46f12f00-de7e-4ec0-8a8d-0eab707370b1
Er,X/BCC,6ac970e7-e0b9-40db-987b-abecd6ae867b
Er,X/Diamond,1bc83406-e9ab-466c-9e21-299214ce169e
Er,X/FCC,10db115b-2e3e-4348-836b-396f27998cbd
Er,X/SC,1a14658e-b0bd-4c9b-80a3-2ab94f3cf239
Es,X/BCC,2fcf46e5-b554-4505-aff6-f326e9885fbb
Es,X/Diamond,effe6933-fec5-4e31-97d2-e3eb07cfda0a
Es,X/FCC,72607812-4a48-4530-8674-f121201f8db1
Es,X/SC,683f74f7-de13-4aa9-9ad4-cfea0ca4755e
Eu,X/BCC,2558953c-6526-41fc-82fe-d4250c75fa96
Eu,X/Diamond,a0aeea0a-3e8a-4e4a-81b8-9bebb38c4f8f
Eu,X/FCC,561ed9fa-9222-4f49-bddf-e63262618e8e
Eu,X/SC,9b96b98b-2852-48e2-a315-213f1970ce7d
F,X/BCC,a264ec4e-0925-4e07-b487-3662c653ff7b
F,X/Diamond,79751db1-4ba4-436c-a0aa-a77c99ee1c49
F,X/FCC,0a00201d-e41a-4ee6-86d0-b67846c331da
F,X/SC,7b0b3eb2-40f4-4828-99e5-ea9598c27887
Fe,X/BCC,35fcf385-b902-40d5-ba70-47c415727447
Fe,X/Diamond,090036df-f3d2-4e70-b379-e8042c2e440b
Fe,X/FCC,2731bfc7-e712-4cea-a897-bed45133841e
Fe,X/SC,d38306a4-466b-40c8-97b9-0d67a4b204fb
Fm,X/BCC,d2a9cf56-7c8b-4a32-bd4e-6e37dfe4f183
Fm,X/Diamond,606ad8e6-0e0f-42c4-85fc-7d654f23b37a
Fm,X/FCC,0cff5171-4a10-492d-bfab-99308fb67191
Fm,X/SC,efe07dfb-a1f4-4a50-8f86-e73788803a50
Fr,X/BCC,fa17e1f5-d045-432d-b72b-1c1b61a7ed41
Fr,X/Diamond,07524313-588a-493a-8231-d68786ab3a6d
Fr,X/FCC,b1549082-7595-463d-8986-89e64040cc81
Fr,X/SC,31b63a86-456d-4bab-98b1-6932afa886b3
Ga,X/BCC,91a29074-8bd7-4d0c-b767-43ac2bcf50ff
Ga,X/Diamond,1d648412-365b-4089-a2d0-c7fa583b290f
Ga,X/FCC,594cdea3-a618-43b1-8ef9-1ade8ca51fec
Ga,X/SC,663a0782-3777-45d2-b59d-86085dec02ca
Gd,X/BCC,22bf5221-3c16-4966-be8d-ee147b280026
Gd,X/Diamond,58beaed5-ca02-4bc1-a63f-8885a6f92a42
Gd,X/FCC,b364e7b4-e620-4a1f-82b4-2c66589aa890
Gd,X/SC,7a2c2204-de8e-4839-8316-5c5aa42b843e
Ge,X/BCC,8e5a8df0-7b68-40fd-a489-83d808fcffb2
Ge,X/Diamond,828432fb-a8fe-40d4-8eb4-97e3b91c6050
Ge,X/FCC,3ae39a24-8fa6-4da9-be8f-c0544298156d
Ge,X/SC,be8c9996-8c94-4d92-89b1-1d1b0ca03069
H,X/BCC,f0cb38ca-08c7-4d94-bc44-c12ce1028bd3
H,X/Diamond,ccf12b1b-9be1-4557-b183-dbec01bc44ca
H,X/FCC,f942775a-588c-4c4c-999b-b7d8c8a76816
H,X/SC,ffc7c7f6-f3ad-4792-9970-3e22c8c7c5f5
He,X/BCC,3206c77b-5297-49a9-9569-3f6ddc4de05f
He,X/Diamond,7e46c266-fca1-456f-b60d-980b038ecae3
He,X/FCC,591452ed-7e33-4a60-9f41-b63796fc8e69
He,X/SC,7c1745ff-db18-4d0d-a107-b17c848fd0bd
Hf,X/BCC,044030ce-ee4f-4c73-8f61-4f12d21335a5
Hf,X/Diamond,f2ba8e70-ff0c-4259-b0a2-dfc95346e77a
Hf,X/FCC,95d1fe2b-bc6d-45c9-9c92-d4d1c65358ba
Hf,X/SC,1cf58803-e5cf-4bcd-82da-c509416afd0e
Hg,X/BCC,2a54e587-ab2a-4d6c-841c-b207143380a2
Hg,X/Diamond,4847eb3e-9002-491d-8b7d-8ef8b77df238
Hg,X/FCC,db31da7b-d5fd-48dd-a4af-894ad5a1f866
Hg,X/SC,62b7aa94-370b-46d8-a858-61c1248c7619
Ho,X/BCC,72e32321-7d80-4014-ae49-4c8f1b72a482
Ho,X/Diamond,b2be4ef4-f74e-4a09-b900-6a3c35421a6b
Ho,X/FCC,315d788f-9c4b-4149-91ea-7b3e5229f757
Ho,X/SC,59f2ce54-3095-4c02-a52b-a01545527de1
I,X/BCC,e627bb97-ca93-4d3f-974f-f554be5830d9
I,X/Diamond,12001392-f135-4772-8003-071d1464f651
I,X/FCC,249c36d6-fd58-49ee-b0db-f4d40d71508d
I,X/SC,8c76ebc3-9cc1-44d4-ae1e-9385fbeb90c9
In,X/BCC,bd6db28d-887b-4055-9032-bf5c45069928
In,X/Diamond,112c91a6-2e3d-44b1-a166-dd5d791be967
In,X/FCC,04b695aa-3489-4adc-990d-bdaffb01ec97
In,X/SC,0e946ddf-0075-4fca-91da-95c96ee5adbd
Ir,X/BCC,026aa5b8-31a4-4441-8205-293b5a1f9062
Ir,X/Diamond,4b2081ee-198a-4124-9d00-551f3706a4bc
Ir,X/FCC,209f0c56-72d2-4098-9b36-4a5262981018
Ir,X/SC,8e241803-d873-4b3a-8713-ea43a3ccb551
K,X/BCC,ad217ab4-2de7-4f81-9d25-d2908ff5cc54
K,X/Diamond,379d9363-4d6a-4f1b-9ec5-656d1988605a
K,X/FCC,61859ccc-1e96-4898-94ab-c2b553085c4a
K,X/SC,fb0fac51-2b65-4d9e-b9ae-5a014c956abd
Kr,X/BCC,161243a1-3b67-4946-a941-b50124e9cf69
Kr,X/Diamond,0115475c-70f0-48ea-82c9-4c68f87c21f7
Kr,X/FCC,bc272211-9a9e-4433-8059-7ef97460ca0b
Kr,X/SC,8368a7e5-cfd0-4127-8597-689b85084c25
La,X/BCC,b5a3932c-a0f8-44d0-9024-f0a0fefbc513
La,X/Diamond,f1e98adb-8276-46db-afe0-e24a5531908d
La,X/FCC,7b6414dc-f95c-41e2-a1ef-7f3b20a1efab
La,X/SC,6e083b73-df38-4af4-be57-3c1d29a42139
Li,X/BCC,56afe565-119e-4c63-a232-76a329dfb1fc
Li,X/Diamond,d6dfc377-8320-445c-a419-ef2b4eced94e
Li,X/FCC,11e1734c-8497-475e-9a29-5bf9e1524462
Li,X/SC,b65f3768-825a-4fe3-b7a5-ea65477cd724
Lr,X/BCC,419608f5-fc5a-45b6-8811-655c76408660
Lr,X/Diamond,2ca488d0-ca1f-43ad-ba0f-771c9f5b8510
Lr,X/FCC,7715348c-9391-4d62-97ae-a89ef1ff14bd
Lr,X/SC,4ecf789b-427d-407d-ab60-549a884c8cd3
Lu,X/BCC,b26ddb53-3676-4b71-8442-f9d9fdc4b9ed
Lu,X/Diamond,18186c12-72c7-4a40-a610-3da9e4ee0918
Lu,X/FCC,17aab180-bc85-4308-bed8-7f16708c7fff
Lu,X/SC,2ab74969-dbca-4a78-b95f-d7441e3525e7
Md,X/BCC,6b676c31-85c6-4801-9475-b597916b33be
Md,X/Diamond,31337b8f-d4d3-46be-b302-9d054b38ba40
Md,X/FCC,36052510-d61f-46ee-83e0-03438f9d17d8
Md,X/SC,956b2ea2-ce85-4d9f-b18d-28be7b85bb34
Mg,X/BCC,01d62e23-def0-4164-8992-6f36e0a9a69b
Mg,X/Diamond,7c29ab00-874e-4295-85b8-aaa2535a2644
Mg,X/FCC,5028c7b8-3dae-4860-b5e6-1bf09499f96c
Mg,X/SC,ca039721-749c-4388-8875-63cc794fde3a
Mn,X/BCC,d59784d5-6e3c-498e-a369-a69b55c45876
Mn,X/Diamond,28556bb1-6c2d-478d-896a-4b5a04ec23b2
Mn,X/FCC,5be5ef48-5e61-4797-b514-83b1b2729eb7
Mn,X/SC,72a6fdaf-2fb8-4ad6-a697-d71fbe8533ec
Mo,X/BCC,b518cbce-db8e-47ce-bc58-92e94179dc37
Mo,X/Diamond,8194a82e-9571-4b33-a577-bd410c81575e
Mo,X/FCC,efa84f85-5ed9-4575-8367-038edab0bc87
Mo,X/SC,e61555c8-770a-4962-b0a8-3f21eeb0ce5b
N,X/BCC,4fd0a7dc-d1e7-4acc-bda2-d32d214a40d3
N,X/Diamond,a100eb74-84c9-45d9-a741-4bb9f6324806
N,X/FCC,4933c0ff-d890-427e-85d5-4971326d0ad4
N,X/SC,fb796641-65c2-4c0d-8187-a825cf8ec826
Na,X/BCC,b52459ca-a10c-4c1c-83f4-f3fd56496eb7
Na,X/Diamond,9447c42b-c6e6-4cd9-a674-88f5c9119ee1
Na,X/FCC,30a816ee-956f-4d8b-98b0-4d9189bf552f
Na,X/SC,14b549ce-e883-48f1-9741-32f2eab10026
Nb,X/BCC,584c7ac8-009a-41f2-ade8-5e685bc14f8b
Nb,X/Diamond,607866ea-5e8b-4492-85f6-ab4e3a3c2de2
Nb,X/FCC,0b0e4677-b36f-4ee4-a96f-9b7ef597ad2f
Nb,X/SC,fb5f4a47-2682-44a2-8217-b8b31e2b5a11
Nd,X/BCC,b03194ad-e5a3-4359-868d-143a1a848ecc
Nd,X/Diamond,80c0e74b-e378-4b78-b6d1-0b8c3f4c9d5d
Nd,X/FCC,94e7c5ef-8465-4528-94cf-bfd0de0c3e56
Nd,X/SC,2597d952-b312-4dfc-a2c8-fc329a61017c
Ne,X/BCC,1ab39262-108f-40b7-9ece-b3d0b25ebf68
Ne,X/Diamond,2db866db-cc24-4f92-ad9d-6338d3685c74
Ne,X/FCC,9c56e2aa-5a86-479a-bfd8-6491b5ba7549
Ne,X/SC,9a709a55-046b-4a43-908c-2288ca373e5d
Ni,X/BCC,fe435480-a8fa-4cb1-ae06-916763057033
Ni,X/Diamond,093d72ad-1365-4f96-adc9-37e87b23bc0d
Ni,X/FCC,d1ba9d8a-14b3-4a50-8f50-60c9c4b0b880
Ni,X/SC,8d859e40-4d42-4dcd-ad74-dc0920c56306
No,X/BCC,62707611-de17-40d9-a1d0-a1d4f67209cf
No,X/Diamond,5fd4de61-44b0-4655-8012-3e642638e88f
No,X/FCC,a1d88c0b-d0c1-44d6-8078-a5e2365636b9
No,X/SC,afb66449-4c56-4b0c-bdd2-2ac94ffe3a3a
Np,X/BCC,e0fc2c49-a100-4a6b-9616-c6333a1ddb29
Np,X/Diamond,fb059dbc-66c8-417a-9f83-f857bb50f888
Np,X/FCC,e56ce3de-d84b-4df6-beeb-45d31b906b5e
Np,X/SC,6df98353-8168-4960-9d5a-480449e5132e
O,X/BCC,01f20f3f-202d-49ae-9072-76d9f0881928
O,X/Diamond,211229af-6bb9-4807-a777-94c37850d295
O,X/FCC,45686478-f87e-429c-a9fb-35ac64b19eb6
O,X/SC,178d77e7-bf47-4524-acbd-e03fc6da641a
Os,X/BCC,74d6b52b-87bc-4bdb-a61c-36c422bc1c54
Os,X/Diamond,1ad3269e-8e38-47b9-a023-184134174fe1
Os,X/FCC,1b35ac46-9f80-43ee-8770-74d961848b0b
Os,X/SC,47aeafdf-3454-46f0-bc53-100d235f7c6b
P,X/BCC,0d177c15-a971-4ad4-aae5-9717981ee36f
P,X/Diamond,c3d17148-6693-472a-998a-f5be7b760a67
P,X/FCC,43c1b5bf-cbdf-4141-951e-ce93c3a39084
P,X/SC,8f9133e5-8c9e-481b-8595-53dd41bc1927
Pa,X/BCC,9b51cb62-59a3-4349-a6ec-52bcbbad3e89
Pa,X/Diamond,37fd52ab-a9e5-4584-bbb4-89fd0be15e76
Pa,X/FCC,7c9d93fa-934a-4e2a-9bfd-acc3e4f05363
Pa,X/SC,64e129c2-3b95-4bc2-aac1-3cd0c2a577b8
Pb,X/BCC,19c78845-f824-4ca8-9244-9569bd90897a
Pb,X/Diamond,60503725-4a27-4a12-a382-f3e4915af008
Pb,X/FCC,b48b0ba0-22b5-4f21-bec2-58c2cfabb3e4
Pb,X/SC,3253b880-24d9-46ba-af77-01b7ce098994
Pd,X/BCC,f7a233f4-15b1-4e95-b97b-6ac1898add17
Pd,X/Diamond,d7a635c0-15b6-4f0e-9b19-8774a3e60555
Pd,X/FCC,3fa5f102-0a6a-459d-bdbc-61a8ade15a1d
Pd,X/SC,a404b177-c558-463a-937a-c2a76eabc0ae
Pm,X/BCC,dc25bda1-345f-425d-b9e0-38bbda8a0d62
Pm,X/Diamond,f0ca4666-faa1-4ed5-b316-374107608a03
Pm,X/FCC,3bc28b9c-3716-4dae-8223-50a646f64f0e
Pm,X/SC,69e8cd83-c3ee-402b-ad4b-15abef6fa6b2
Po,X/BCC,50086b79-8b35-4bb4-a515-411aa01d3f23
Po,X/Diamond,96b34960-8418-4d4f-84f5-e2323fcf97db
Po,X/FCC,6fbca029-36a4-42aa-8b95-e2bd78e29d65
Po,X/SC,9c6d5cba-e8b4-4319-a10f-3d7254037b4c
Pr,X/BCC,583fdc55-f74d-43ec-a0b6-301e5bbd9ddc
Pr,X/Diamond,d3808985-7b2a-4208-985d-596c8a51a5fa
Pr,X/FCC,5857bcc4-4450-47e8-9a52-a30da864634e
Pr,X/SC,bc8bb3fb-237c-4533-89be-0b979f554342
Pt,X/BCC,a4e8c69b-89c1-46fb-95d9-046269d63e9a
Pt,X/Diamond,d61080a4-febc-4cae-8229-30cbec892110
Pt,X/FCC,e11d270a-31f9-4d80-abe2-53854b32016f
Pt,X/SC,6aa95d13-5878-44dd-96f8-fa3c5a154b66
Pu,X/BCC,b7fcb528-802f-4e57-a862-28a48de812a7
Pu,X/Diamond,2eb2c836-dfaf-4775-9e3a-9f9d22ddeac1
Pu,X/FCC,f5e5e784-ca0c-48e1-a08a-549cc7e39897
Pu,X/SC,e8722991-e3cb-4d0f-9101-2ba1bf0892b8
Ra,X/BCC,a9897549-249d-4b1d-94ab-d4e539bd054b
Ra,X/Diamond,9868f1fb-233e-49c0-a588-8562918dca24
Ra,X/FCC,e652812a-0f8f-42ea-9a93-92688bf98920
Ra,X/SC,4f549bec-535b-45a8-97c3-edf7e190eade
Rb,X/BCC,e6983167-9d70-4677-98ef-ddd79a46ada7
Rb,X/Diamond,86f0bced-7f23-4814-9310-fd37b855f8f4
Rb,X/FCC,e80bd816-084f-4088-bc4d-04c59beb0960
Rb,X/SC,2a86bba2-2daf-4a59-8d2c-716179ba8d76
Re,X/BCC,9c2b0f50-aee6-4073-a95d-f5de1f4e9ff6
Re,X/Diamond,fb7d7f36-2450-4566-a83b-5828fed01b04
Re,X/FCC,bf6d2215-2133-4dda-9c08-c7421eaa18f3
Re,X/SC,c3ebb3b0-9ce7-47b7-8a5d-e300a9817343
Rh,X/BCC,cb9c788d-4859-468a-98a7-24a422280eaa
Rh,X/Diamond,8a90a353-a79c-44da-8367-65786cc39881
Rh,X/FCC,c6d8e262-19f0-488a-91e6-67ec5a9c3744
Rh,X/SC,b161dd4e-aae2-426f-a09a-6b9704e0b246
Rn,X/BCC,3ccb8372-0345-4116-88f9-6af7cc4a2b02
Rn,X/Diamond,22b17ecf-3d76-4151-afaf-95f6af9488de
Rn,X/FCC,8ce887a3-e5a0-4bbb-a3a0-361feb9cec0c
Rn,X/SC,b94da50b-7ba9-4675-bcb7-44191fb665cf
Ru,X/BCC,9b9239ff-5709-4d00-a863-c70e39506a31
Ru,X/Diamond,ee2b8a8f-9c76-4de0-a567-f75b7a740c3e
Ru,X/FCC,da0cef02-d9c6-4a4f-ade9-f3e1352c3d80
Ru,X/SC,22356be6-7e65-4e43-bbf5-707fd5ced223
S,X/BCC,048043c8-357e-42f2-a194-b5943ad93d55
S,X/Diamond,b43a5394-9ce3-4bf6-98b1-fd6be3b28e2d
S,X/FCC,93441aa8-51f8-4a49-80e2-f8b7d02cbf55
S,X/SC,7aeb8b71-7d54-4f09-8689-be96d4288461
Sb,X/BCC,e314db82-64b6-48dd-8567-858443f438a3
Sb,X/Diamond,6c50c02f-a36a-491c-a9d5-f3568446e9da
Sb,X/FCC,62a25bd0-db6c-4e55-bf2a-22bb558d96bb
Sb,X/SC,78a69391-f8d5-4435-b702-13a653523660
Sc,X/BCC,ceace684-c9c3-4f21-acee-964967035997
Sc,X/Diamond,d1f7d52b-a7c3-46a2-a317-e69506dbeb8a
Sc,X/FCC,251c3a7d-0fa5-46d0-8827-3243cc767b4d
Sc,X/SC,b081c1bf-4c41-4be2-bd36-53aa2f1c3fb0
Se,X/BCC,dbfb9afe-e7e2-4c11-bb0d-cdc13aaa7ffd
Se,X/Diamond,dfb7762f-dd26-4966-a24c-45b29a73d688
Se,X/FCC,3940fa37-0ea7-4bb7-8bf9-dced79a3e657
Se,X/SC,bb789b45-6b41-4f7a-9191-027081449c8f
Si,X/BCC,d98421b4-5650-446f-8dba-7f437bf32280
Si,X/Diamond,333b435a-a376-49b4-befc-90f63e0cfc59
Si,X/FCC,a5c3f2cd-5e07-441e-87b8-08a156143541
Si,X/SC,cefbfb25-eed7-4a87-b1e0-b3f0643c4ed5
Sm,X/BCC,b55df68d-3fad-44a2-b799-eb85b6a6e507
Sm,X/Diamond,40777dac-9752-4fc6-a71a-498b0605bb50
Sm,X/FCC,491f4df1-21f9-4210-bd90-6e5001a16e61
Sm,X/SC,1703a597-fba1-4b05-b4d3-4271b7e4a18b
Sn,X/BCC,8f9283c0-3a11-4f6a-aacc-3d605d15b227
Sn,X/Diamond,6bc6560f-d180-4343-8789-826cc7f6ef18
Sn,X/FCC,779d8400-63aa-4926-8d74-58f21634d111
Sn,X/SC,ad245210-ec4e-4023-97fa-fa637e1f1301
Sr,X/BCC,063ae4fa-2643-4ce2-8e36-433474b6f4ba
Sr,X/Diamond,0ad91865-bfe9-4b1f-8c43-a066fcb590db
Sr,X/FCC,e09c9923-bf87-4979-99c8-3723a84b62e7
Sr,X/SC,307ee33d-d7a9-41f3-8e89-ed08583165c7
Ta,X/BCC,2bdbccfe-c319-49c5-b773-65663fd9b9a3
Ta,X/Diamond,1a007bf8-9753-4e4b-bbbc-889a07d9f01a
Ta,X/FCC,b671470e-e5f1-46f8-ab1a-01c16779aa46
Ta,X/SC,4701b2a4-390c-41bb-9abb-9b8364ed3565
Tb,X/BCC,ee31e30b-ce52-485e-b9d7-e56d75f66817
Tb,X/Diamond,a9458e0c-1a96-40b7-9d05-479d079cba45
Tb,X/FCC,d23a5214-9ebf-470c-926e-787acb483f2d
Tb,X/SC,45897019-faea-49df-a10b-453b5126644e
Tc,X/BCC,d12c0a76-f66d-4f28-b401-f821c12ce050
Tc,X/Diamond,26b377f5-098c-4be3-9956-a1da7326d2c3
Tc,X/FCC,a0ad36fc-7063-4502-b431-9c9699cd30b5
Tc,X/SC,503fd2ae-b645-4d5f-9f05-82c75c0d1b6f
Te,X/BCC,17118931-023e-41ca-9275-bc399e11cf9f
Te,X/Diamond,e6df9192-6719-4951-b56e-df065e591c44
Te,X/FCC,1124b573-231b-4931-95c1-ccd507aa684f
Te,X/SC,3a155863-bf9f-48d1-baee-3c68085cba83
Th,X/BCC,1fa23215-543b-421c-a48c-cfcf9ebca80f
Th,X/Diamond,7259bfdb-f1a8-47cd-a22f-feaec4857784
Th,X/FCC,f1a3a498-00a0-4a2d-a972-f965fb308ecc
Th,X/SC,6a7f0b2b-0e94-4182-91dd-105bd90ab8a0
Ti,X/BCC,df5b896e-4527-4b77-883c-2cb99d07821e
Ti,X/Diamond,7f7c6c6f-4646-4821-8c40-066a3da4012c
Ti,X/FCC,37291525-d7a4-4c1f-ab9b-f8b67d0b61ee
Ti,X/SC,cdc9f224-cbf6-4158-84b7-0738a5d09abe
Tl,X/BCC,b6d8c872-5d0c-46a1-93cd-42bae4580f78
Tl,X/Diamond,6bdfbd72-74fe-49d7-ad5c-530ef69a6983
Tl,X/FCC,d6758f5b-a15c-490b-a4f0-a63e5dabfaa2
Tl,X/SC,5900067f-8a8d-4b1b-8ae4-acde548b34af
Tm,X/BCC,4008ecb8-459f-40b9-8385-1e500c108a12
Tm,X/Diamond,ce8124e5-533e-4832-8ea2-964d3358ba41
Tm,X/FCC,d93262fb-3d6f-4df6-bdf1-7a75c1b0d950
Tm,X/SC,f3a8b140-85ae-4e65-8621-14e59bab00ca
U,X/BCC,11d1f6fe-49b6-41d6-9bb3-eb33f4243cdc
U,X/Diamond,3224038f-8e96-4212-b3fd-e1f12a7e2de8
U,X/FCC,750dee51-2397-4caf-970c-a400b1eb34ba
U,X/SC,61451ff3-8bfc-4864-b112-ac9dfa6ca294
V,X/BCC,391ada8f-bb00-46cc-8395-fa9136f8b4f0
