#element,configuration,UUID
Ca,X2O5,bbbb24fd-762d-4953-a932-bf9d53068aa8
Ca,XO,7d038543-dd6e-4676-9241-f1e20ceba3a6
Ca,XO2,080bbbcb-319a-42ba-b5f0-1b506a206d17
Ca,XO3,3270e77f-5376-45f4-ac18-2e8f4b0b08fb
Cd,X2O,0eb90660-376d-4971-8dba-68b0abe2134e
Cd,X2O3,29cb29e4-9ccf-4859-8a5b-9c7ba4048c9e
Cd,X2O5,2438330e-ff80-497c-9988-77750c4dee69
Cd,XO,39420386-b4ee-473e-aeef-f48517f2e4c0
Cd,XO2,6fb243fa-5244-4cab-afc1-540c018a7950
Cd,XO3,b621bff8-b6df-4983-bf54-0e117a0ea3ab
Ce,X2O,a620c38e-0cb0-421b-b185-a08283279e3a
Ce,X2O3,579d5769-c298-4f3a-aa81-96189cd581e7
Ce,X2O5,dd5b6ad9-c56b-4bb1-b04a-5bbd034de4dc
Ce,XO,08f56dde-1cb3-44fb-ac28-676fa66fcaa4
Ce,XO2,bf0a62e4-a99e-40d2-b335-d91994e7c8cf
Ce,XO3,34a905e1-36a1-4b01-b8cc-1912b1902e4b
Cf,X2O,77f71988-2ad7-4abb-8f55-79877adc62b9
Cf,X2O3,125f773b-7b9f-46d1-a23b-b95a41e2423c
Cf,X2O5,e136812b-9544-42bb-8b3c-d642aad52216
Cf,XO,8780fee0-9dd6-4556-ac08-57dcd881a32a
Cf,XO2,8aef49f2-8237-4684-a987-53242a081ad2
Cf,XO3,45889850-a97b-462a-83fd-889202a1c08c
Cl,X2O,038a69a7-bec2-4772-b572-5cba323ed964
Cl,X2O3,4507fb90-dcd1-4fbe-9da2-1a017222f5a5
Cl,X2O5,b07e8bf3-2a39-406b-a0ab-5a841063156a
Cl,XO,abf40fb6-6ac8-4181-9527-70218928b33a
Cl,XO2,22d7fa2f-defa-4902-a291-03ed9aec1540
Cl,XO3,85e85cd6-7fc0-48ec-974d-a84ac605c743
Cm,X2O,c71d2780-f5f4-4aaa-8e35-16d8238a3cdc
Cm,X2O3,f81acb81-1514-43b1-a1c0-a7a67d6bae41
Cm,X2O5,83b598f9-04f0-4e44-aff7-5885f0f2b066
Cm,XO,da5b30db-2fb1-4ddd-8eee-3d7a2025cdb8
Cm,XO2,81181502-6761-477e-919f-c18fda633925
Cm,XO3,a70d6b73-fde2-43f8-90b0-fe66bdcd771b
Co,X2O,8401149d-0904-4e99-889f-98a556a5f1e8
Co,X2O3,713a5cb0-6bf4-4dc2-a81b-3a00e3393bb8
Co,X2O5,7d43c912-2b1c-4a76-990d-ee109f1456d2
Co,XO,c4a9fa0f-9148-4863-a040-da91833128e8
Co,XO2,46755064-a83b-41b4-9591-1ccdbc419768
Co,XO3,d8745828-d8df-4c79-8bf7-c1b6e8049dba
Cr,X2O,1644c6b8-2161-4d09-83f6-d6f7e0c52f81
Cr,X2O3,8858f083-37b8-44d7-b919-0dd42e05ed58
Cr,X2O5,d98a551c-8bfc-42f0-9161-47a863c78e09
Cr,XO,554f5a76-e769-4be0-94b9-4353afd32b4b
Cr,XO2,b5d50443-e03c-4aaf-8e34-1cad2578f1e6
Cr,XO3,abf0bc60-e7f3-4163-87e8-9daf8483ca05
Cs,X2O,1fbf8694-ddc8-4d2a-8e5a-75fb8b12c912
Cs,X2O3,d4333491-34f7-4f18-9a56-962497d0c6f9
Cs,X2O5,ea1b0fcf-4377-48dd-8723-d179eb2af036
Cs,XO,0d8702a4-7709-4589-9805-1ea9531759bc
Cs,XO2,1139d706-85bf-4179-9c7a-102e97559460
Cs,XO3,5c5be678-80a2-449f-b1c0-724391a9ae1c
Cu,X2O,762692e2-4727-4d78-a9f1-3ef48d456fd4
Cu,X2O3,612a71ee-12b2-4ffb-8a1b-12f687ec6a46
Cu,X2O5,d88a9f1f-1351-4462-94f9-2a58923fbd8c
Cu,XO,9f3b0352-5817-48b5-997f-e2d6c2d733cb
Cu,XO2,c6406e2f-561f-4812-89de-c027a4464536
Cu,XO3,57c397f4-ba24-49c6-a596-de7d96927c9f
Dy,X2O,881e7654-ea9d-418b-a52e-914cb8bf1f77
Dy,X2O3,d4eb15b6-26e3-4b1e-ae8c-1e9c4c6a6956
Dy,X2O5,d2af0963-71f6-4c02-939d-c569107de7b6
Dy,XO,c66ca9b8-034b-4217-a51d-1b1630e52747
Dy,XO2,dfdb62ab-abcf-4a9f-8e9b-f582a4a9bbe0
Dy,XO3,e5f0e98f-fa32-4390-ba4c-a556db67e6b0
Er,X2O,ec5f7265-f224-4df1-816e-29b781d58285
Er,X2O3,4103cd8c-5c2b-4472-a856-25166bfb0af6
Er,X2O5,1a475ce6-1c42-42b3-a31a-c386cb4a5ca1
Er,XO,e7b9220b-1a9b-4999-8e55-e2a552719733
Er,XO2,65c72211-c304-49ac-a341-cf66f668fdad
Er,XO3,c584782b-61ae-44c7-bc2b-be083b17a84c
Es,X2O,1788c7ec-4b21-4b1a-a893-8a318bfed2d3
Es,X2O3,add21938-6993-458d-9a45-fa8b6ffb271f
Es,X2O5,d2bbec2e-bdff-4493-b5cf-1a50fe6518ef
Es,XO,1729247c-bac9-4c7f-b6d8-20d1090ce856
Es,XO2,470cafce-7cf0-47b9-9230-48d252b499ca
Es,XO3,56f07b51-72a2-4795-9e10-76c02aaea11f
Eu,X2O,9b208823-2a34-4a3e-a223-f752eac434df
Eu,X2O3,65c284b8-a093-47b0-ad64-5fd1408c5149
Eu,X2O5,068568c7-fecb-46a7-a2c6-744d92a13195
Eu,XO,8b773f21-a273-458c-b7cc-a7201e580a1d
Eu,XO2,9956e6b4-c010-4759-ae64-c33758b3eac9
Eu,XO3,f0988167-f76f-4e87-8eec-c6761a5aef1e
F,X2O,a3d178f2-b341-4ee1-a5e7-0ba495a7b0ee
F,X2O3,c3ba09b9-c781-48b2-8f77-b5d680dbba04
F,X2O5,1efe343b-8e69-4ff4-ad92-4624dd02ac46
F,XO,b8f786ec-b3f1-48e2-9d92-367b75f289a1
F,XO2,75443c8f-f5f3-420e-a7c2-472a4932ab0b
F,XO3,099b5b42-1c78-4a8a-9d9d-a5822f6db1df
Fe,X2O,e118d342-6245-4896-b81d-3b80c0eebdfe
Fe,X2O3,62ec7cf6-4068-4791-9076-702b15c70795
Fe,X2O5,d89c011e-435c-43f8-ac22-68dfa28666cf
Fe,XO,cff2ed9f-1f37-4b7f-9df3-d9cf64c61654
Fe,XO2,bb645de7-399f-43a8-8e22-d43586778699
Fe,XO3,ad6eacb3-e44f-4c53-ae73-20399406a082
Fm,X2O,476c0201-c786-4acb-b404-cf89dca137d6
Fm,X2O3,404170c9-3ec4-444c-b10e-007b5907c529
Fm,X2O5,0d515cc1-7d51-4a98-a1fe-0095018efca1
Fm,XO,89fe4505-a138-456f-84b4-ea7a019d0c5f
Fm,XO2,391b5519-50f2-4bfb-89fc-1480bfd3d80d
Fm,XO3,9f149fe0-5c44-430b-a539-723d056dfdd7
Fr,X2O,ea0320c8-a893-43c5-96be-3facb94042ab
Fr,X2O3,76d0d364-2e90-4d51-b5b5-241873287b5e
Fr,X2O5,04387714-0ca2-49f0-8a1c-04b65b670f8b
Fr,XO,7e687f47-f4d4-4d1e-931f-6aea247afec7
Fr,XO2,52304685-7447-48da-8e3f-ad11ef0ff8fe
Fr,XO3,474dfdc9-a1fe-4fad-afd0-387f79f44260
Ga,X2O,c73617b6-60a1-4aed-b4f0-4b932f8320e0
Ga,X2O3,5e5efc7a-ad89-4c8c-ad50-197da1818d4e
Ga,X2O5,9d348925-67e3-431b-855e-104964dbd800
Ga,XO,e2e01924-0983-46b4-adad-52bc50617365
Ga,XO2,f14431b4-7a28-4993-b2f3-5ecfd922737a
Ga,XO3,7f17915c-00a1-4b43-bacb-3333f55697f1
Gd,X2O,48056d79-fbb0-45bb-864b-5228d59ee011
Gd,X2O3,564d7aae-92e2-4842-a7c5-cbf3b67012e8
Gd,X2O5,f830ae26-5c98-487c-9eaf-bf639dd96b6c
Gd,XO,3d2efc31-a10b-4d74-b859-d1df690918b1
Gd,XO2,0d26c0df-c8d5-4241-a4f1-6c21c74cb054
Gd,XO3,b7eebcf2-d6fd-42df-af6b-339a24d29620
Ge,X2O,79ffc121-32d2-44a2-90eb-c88b36440d4d
Ge,X2O3,ac5b45ab-159c-425b-9ad4-835cd8a66361
Ge,X2O5,635dd9ea-0919-45c2-ad72-0a7818ba5def
Ge,XO,78641ddd-1022-46cf-b01a-65731e0fb13c
Ge,XO2,ccf5c596-812e-4463-a76d-5452c20a0525
Ge,XO3,7762077b-1297-4c38-96aa-781b65547693
H,X2O,6f6d6dda-7be2-4e89-a47a-97be80946256
H,X2O3,662b4591-6093-4e26-8094-7c39cc652f62
H,X2O5,2c7ffd50-af89-4d1f-98b4-666dd110b604
H,XO,6cb2709e-e296-4752-bc8e-0058bbddf416
H,XO2,f6317138-760f-432f-8314-facb8dc68c24
H,XO3,9b6f62e6-8f43-4a0d-9221-b425c85f9580
He,X2O,81f0d399-0599-47a0-bef7-00aa3137b600
He,X2O3,273bcffc-e390-4640-a333-ded2fb6670c1
He,X2O5,4f3bd7cf-cf58-42ac-9349-34cfd52b855d
He,XO,846943fa-d4a5-49d2-a054-64e2fc43b082
He,XO2,0b7a9447-95b4-40ab-8718-b70a8a92a832
He,XO3,222307a2-c136-4948-a466-b119895bb98f
Hf,X2O,a170d5d4-8d62-4a39-b164-526cdb7262c0
Hf,X2O3,b57d7d58-fb91-4807-a423-0eb9a3ba70bf
Hf,X2O5,911204ae-5c69-4ea8-ba0d-cbc7e82803ee
Hf,XO,1b16408c-0389-4c7e-bdac-9848c24d8695
Hf,XO2,ce2bd5ff-f3d8-4645-96a8-d5081fd92eb8
Hf,XO3,2061b2a0-d7e5-4445-b542-1c1a7cf04791
Hg,X2O,853d9b67-a5e9-42f6-a7e6-c007834cc130
Hg,X2O3,b681f574-3a00-4154-9800-dadf0331a1ea
Hg,X2O5,fefeaf81-475e-49e1-8ad4-711fc34e7b73
Hg,XO,85d63e18-b619-4675-ab08-acce8c8d8252
Hg,XO2,fac068a9-7b64-4640-8a1a-fd72c1854ddf
Hg,XO3,1cbb2f88-600d-47a2-b695-23d86f72ada8
Ho,X2O,eb60cef7-a716-4851-828d-5d4dae7ac8a4
Ho,X2O3,49834c22-87c5-4750-a632-789b388540ae
Ho,X2O5,62884f8a-3746-4874-b71f-2bb2b9b983c1
Ho,XO,98ac0ef0-4fee-43ce-be82-cd4482a91503
Ho,XO2,914ba1c0-fc0b-4b08-89d1-6f8a2b8b6e7b
Ho,XO3,38c75979-7d38-4820-945d-26e11468915f
I,X2O,96aad1a8-bb60-4f46-acf8-faeab950fced
I,X2O3,be2a6049-35e5-412b-babb-a123b4877f8b
I,X2O5,1bf3c1ff-8df2-4001-8b4e-89da2c13ad15
I,XO,adde083c-1fc7-48e4-b202-788ce9230372
I,XO2,7f36910b-3af7-438d-a62b-1d898c24ce4d
I,XO3,1300145c-732e-4ad7-a1df-04a3ee52cf34
In,X2O,0b92586b-9406-40bf-8347-6025290c4e6c
In,X2O3,f2daf8b3-f53b-4648-831d-2efa88c89ac3
In,X2O5,005998d6-4f65-444f-8dcc-144608cd0d04
In,XO,859e7608-c14c-419e-bbff-a6a291ffacca
In,XO2,b054bc96-1d3f-463f-85a8-276efb77f09f
In,XO3,950e31f2-21a8-4bf5-b7f7-d30f35e6017b
Ir,X2O,3e25a278-67d4-4547-aa2c-d9b219943b58
Ir,X2O3,49358a3e-e07a-4fd4-8ae7-86d7ca705dbe
Ir,X2O5,2f8a6121-3e2f-42d0-8fa2-cc92f200fbc3
Ir,XO,d91adfbf-72dc-4f28-af1a-81b1460e515b
Ir,XO2,d157067c-6b95-4d4f-b8cc-57c68f4ee136
Ir,XO3,d97bb0b9-6683-480a-9eed-8cbfca757c4d
K,X2O,4a5f7da0-7fc8-472d-83a5-fcd15fd9f35a
K,X2O3,69b56771-7b16-498e-944d-462f25e7067d
K,X2O5,ec46f4e7-6097-4252-a101-f6944d31a3ae
K,XO,45de2fc0-bb12-43f7-bfe8-9c4293966a94
K,XO2,5a4a8b8c-52a1-4f1e-8f11-2efa72b15d86
K,XO3,b9fe4432-69b6-4cf1-b97b-532c97e23f4c
Kr,X2O,a88defe2-9a33-4e92-95bf-ab701f5ad91c
Kr,X2O3,4a1b6a2b-4a87-464a-8bc1-79903167a116
Kr,X2O5,3130ebe5-cd41-4054-82b4-4656716f514f
Kr,XO,6e33f785-bcd4-4853-b790-86ca5d33300a
Kr,XO2,01c7f9e6-72a3-43eb-be1e-26eb76ae599b
Kr,XO3,deac6630-00f7-4667-803d-f45ef3c65844
La,X2O,df22d106-837f-4478-ad71-4648f6454d74
La,X2O3,7087ed9d-f8a3-4cb2-8ad0-70efb6463cb5
La,X2O5,451bdb96-ff66-4be4-8b99-6b5df027ab8a
La,XO,7acc6e5a-c360-4ffa-9aa7-a42da278ea1b
La,XO2,7ffed9b7-cdfa-4935-bb91-a64a602c4a66
La,XO3,722f3893-1dc0-467d-92b7-abc045f105d8
Li,X2O,8c5cc9cc-7dd5-4955-b8b8-98298c68ee67
Li,X2O3,03d6cc9d-3091-46ef-a506-2e845edebd05
Li,X2O5,0e32fbfa-b426-4f6d-a793-febf1c2edda0
Li,XO,1f5a2526-dbbb-41bd-8e40-0250c3892d5c
Li,XO2,249a8fa9-c514-416d-adae-454589086bdb
Li,XO3,dff93381-b13a-4c43-8782-b6c925d4a09f
Lr,X2O,37b1bf5c-dda9-434b-a4fc-a2481df6dba2
Lr,X2O3,c9558733-3714-4022-9623-deefda39f71d
Lr,X2O5,cb696acb-d31b-46c2-a446-a38562a742e6
Lr,XO,8511c782-eb3f-4004-8018-d7c447565278
Lr,XO2,2bf6a546-66c3-4e7a-9ebd-bb1371c9f632
Lr,XO3,c2fa2233-a0d8-4b80-b01a-c8dc5306bdd4
Lu,X2O,649044f1-d5df-4912-a352-ef414af30dee
Lu,X2O3,e66ac0ad-7645-4d38-919d-614d72c612ca
Lu,X2O5,e2f87b36-85bd-4703-a851-371a3d33629c
Lu,XO,37579206-602b-452c-a68a-5b4b5288870a
Lu,XO2,e3ee26f3-4b2e-48b3-8598-a82ee0d60aa2
Lu,XO3,02a26a37-9a4e-4786-8f2b-d63bb1e11f38
Md,X2O,41567233-3f28-4536-aeae-3241b8215eda
Md,X2O3,322e801b-e9f1-469c-ba7f-931e88859f56
Md,X2O5,28628591-a1b6-4f1f-9276-6ef7f8d697da
Md,XO,f8d20eff-fbdc-467c-b935-820abba34ae8
Md,XO2,aaa7eb07-ba6d-42df-aa15-ab2607ee6cac
Md,XO3,bd42548e-85ee-46e8-a384-62a1721cfb82
Mg,X2O,1ad41ba2-c4e7-4375-99e3-11700b0766bd
Mg,X2O3,0385d460-48f5-4a36-8469-7356f3d16d54
Mg,X2O5,65c3e263-fe08-4ac5-a710-9cb2826857f9
Mg,XO,0fa33234-b943-4c19-9634-81a8aa0e82c5
Mg,XO2,b81cfc0f-9af2-4ff9-a419-f64086ace5db
Mg,XO3,97b6de84-c147-4c2b-99cc-995e33b44638
Mn,X2O,389baf22-7a97-4faa-884b-ab73c713d722
Mn,X2O3,42cb294c-bbcb-409d-90ca-bee72077fd83
Mn,X2O5,d89593f9-5838-40e1-a462-b6910e4ac9cb
Mn,XO,c78e2a86-cdfc-4675-aea8-356f12865ff9
Mn,XO2,b2e6cec8-f596-4557-a7e4-f9248d7d22b5
Mn,XO3,96b15671-bc79-4175-bacd-94ac2a59fc4a
Mo,X2O,0aac31ba-e03d-4c3e-8f8a-4a68ad1d0bab
Mo,X2O3,0744c806-b74e-49ec-b003-8118823b723c
Mo,X2O5,751c3047-c019-4c8f-8d2c-330ef0c17009
Mo,XO,bf397883-8729-4474-b225-23da70c98d0a
Mo,XO2,20c3f6c7-286b-4064-bf87-80ce528984c2
Mo,XO3,887460ef-739e-4980-9b53-16d4d8e34cc0
N,X2O,5df88cf8-9d11-455b-8b2e-8e45a7045ad3
N,X2O3,8404f31d-54e4-464c-a724-4e130f577bb2
N,X2O5,fc40f51f-c702-40da-b25a-65c75062cd30
N,XO,e3201d82-f67c-4433-9814-2e90e36671de
N,XO2,5bc5caff-8eeb-48b8-a6b6-e6e680e8d6b7
N,XO3,93b610a9-d59a-4759-aa52-f84403a7f39e
Na,X2O,ff101948-568a-42c8-8bf4-5cf910feb469
Na,X2O3,60bc3d84-2db2-4510-acbf-66733462bb05
Na,X2O5,242645a0-cab3-4985-bdf9-2525c815b0c7
Na,XO,4214980f-5b13-41db-9d4c-df77078eb7d9
Na,XO2,9c434e42-7a38-4625-bf29-cc29ecec3d18
Na,XO3,f297bb88-cf83-4678-bb86-32bd40cc0c7f
Nb,X2O,c0bb4b92-365a-451f-8d6e-af6632ce3503
Nb,X2O3,47daacfd-41a0-47b5-900c-fa697d614471
Nb,X2O5,d5cc0285-91ce-400e-88f2-9a91ad889577
Nb,XO,efeb8082-0331-4d2b-b5a6-d4c2f06c37fc
Nb,XO2,7cd0c531-a8ff-4251-a46d-1ccbd21fc0b5
Nb,XO3,6bd46721-4ed5-4c61-8919-0e22548c7598
Nd,X2O,1cf8653a-63dd-4473-a758-d39b18221ca5
Nd,X2O3,59b4dcfc-13c5-4c44-a7dc-4277a45758b8
Nd,X2O5,151026f2-20d8-4064-8b09-220f86548a7f
Nd,XO,873d2d79-55f1-4f92-9087-b7801c1260d8
Nd,XO2,aba2b50d-e570-40b7-9d96-c2023c199697
Nd,XO3,00d1c543-2ce5-42e5-8d2f-36c8c2966a06
Ne,X2O,b5babdf3-f85f-4d26-abca-140d79a10021
Ne,X2O3,55546770-7191-4c29-b430-e5bd3ad9fae2
Ne,X2O5,a786fad6-cbdf-4bd0-9387-b9201622d64d
Ne,XO,ea023686-9a74-4163-87d9-d56430f1d3af
Ne,XO2,ed971b89-42db-435e-84c3-237d546aaf07
Ne,XO3,26827f35-1f52-44bc-8d2d-01c124228776
Ni,X2O,19feaf46-266d-460f-a164-27971f13b2d0
Ni,X2O3,04ccb95f-52b9-4be3-a7d0-54f3022c8af1
Ni,X2O5,4375273d-0212-4ece-aaba-76799964519a
Ni,XO,aec13ace-3e86-4142-84b2-6f36c133f16f
Ni,XO2,23dd39e2-cecc-4ba2-a24c-cd2fdd828dbc
Ni,XO3,44bea1c0-7045-4a6f-b787-09a9260a5180
No,X2O,16fe711a-5650-4ece-be2d-a66d30fe1241
No,X2O3,2482da49-63f3-44e1-981a-55f4b9a01547
No,X2O5,719e2c88-02c5-478c-9312-ad061f6dd942
No,XO,56af0189-700d-47cd-93d7-250f946aaf07
No,XO2,a01d7555-db92-44ea-86b2-1ac0594fe1eb
No,XO3,2a8bef62-ec0d-47b9-a6c4-4f40164fd981
Np,X2O,f7ccb218-6ee1-4b37-9309-01d5b73fb981
Np,X2O3,9dc203a5-1c2b-4523-bb69-aac8bf12fffb
Np,X2O5,7403d806-19a4-4b91-9236-2d9691643d17
Np,XO,d41fcdfe-121e-4747-ade9-fbb63735068b
Np,XO2,513f626e-0373-4e27-a4ae-7b0d3b60e019
Np,XO3,138bc5a4-2425-47f6-8235-62fd11efb7d3
O,X2O,9baee112-4122-4483-a11d-0b99c08d599a
O,X2O3,8bba1196-6272-4340-9ffb-9bfc254a308d
O,X2O5,0f2a0668-e28d-4022-a41e-003422fe076a
O,XO,088eeda9-5a68-461f-beba-c2213576569c
O,XO2,a4ba6496-09fa-47a6-a75b-1d105449032b
O,XO3,9f710805-43e6-4c7e-9bb8-b1237d082bac
Os,X2O,fda8fbeb-0a3f-47c9-94cb-5a0fb23fa8a3
Os,X2O3,8715cf51-f82a-4f3b-ae90-02b2c4a6b3d7
Os,X2O5,6ea7e437-9f62-45e2-838c-e92b7de7fdad
Os,XO,5828c6e0-2ec4-447a-b946-ad8bbe6400d4
Os,XO2,f5dc6788-82fa-4a11-b297-11f94d1340b0
Os,XO3,9b2abce6-77f8-4652-8a35-980bcfc852e7
P,X2O,f6f6b785-09cf-48fc-8f7f-0b1f62dd2c6f
P,X2O3,2d843934-2bda-47a3-bdc3-4759db9b242c
P,X2O5,bb680cbe-9814-4d17-88f2-1fe7310c113f
P,XO,3e7acfb4-b04e-45b9-9358-da5b38d8376e
P,XO2,cfe8a15a-0d7d-4136-a8d8-b55647ff4905
P,XO3,f2a5a8fc-a199-4a57-ac4c-12cd7c457782
Pa,X2O,40939895-82c7-4433-9a54-8e32f59f8080
Pa,X2O3,f08528c3-85dd-40c7-b72e-da4efadf5914
Pa,X2O5,d4394f93-4c1f-4591-b0c0-b6ac1307934a
Pa,XO,350239f0-da60-42e3-9660-768c2702520a
Pa,XO2,87d65330-04ed-4d64-b0f2-7980fae15e1d
Pa,XO3,98d95df2-58e6-438c-a75d-c80caedc511d
Pb,X2O,6dbfd461-e642-4ccb-a489-2d0443a9f1b8
Pb,X2O3,fbb1bad0-5284-410b-8c76-b147b30b07d3
Pb,X2O5,a042b99b-198d-4213-8935-9eb1b047f3a7
Pb,XO,c26c96d2-4e7b-4c00-ae87-f2d1ba954170
Pb,XO2,e463ec87-5029-4008-b241-654acdf6b7f2
Pb,XO3,195c4f2d-d35e-4e7f-ba60-c6c700addbf8
Pd,X2O,7cdc8364-9ff5-4b23-99ac-aacb7833a3df
Pd,X2O3,d9348e0c-7967-4156-88f3-e19c49e1126b
Pd,X2O5,e6eabf23-8ff0-4b45-b783-1ad930f6073c
Pd,XO,c833f1a6-f319-4593-803c-d2d9a6cb3293
Pd,XO2,6e3a294f-9378-4a97-84fb-499e70aeb240
