#element,configuration,UUID
Cd,X2O5,7d7b27ce-a67c-4233-80fc-055bc6a5c0dd
Cd,XO,86a8b716-9bc9-4238-909f-d090942131be
Cd,XO2,c4be2a8d-524c-49fd-a952-c9561a8ed8cc
Cd,XO3,d96ceea3-1fc3-420b-bc4a-33b4ee718cf4
Ce,X2O,537c7475-65a6-40bf-82ed-879a1c20a379
Ce,X2O3,d61ce6ec-3ea9-4207-b59a-9c82fff34bd6
Ce,X2O5,ef6c1694-ba9f-4d50-97bb-c5e3ffbf6f62
Ce,XO,8cdda4a4-cc92-45cc-9e91-85107d26173c
Ce,XO2,43238013-fbbc-490f-83fe-a4c63ae3f72a
Ce,XO3,611b26e1-df6c-4778-b241-3a3c2dfcbbd8
Cl,X2O,6934baeb-bec8-476f-9969-474de4633eb3
Cl,X2O3,105739bf-19a2-470e-8335-708aad5ab2a5
Cl,X2O5,72e74c0d-f222-4f60-9cd3-e295b3cab135
Cl,XO,b436d57d-6e39-4d11-8f86-5ff50dc76596
Cl,XO2,00080ca3-02e7-4099-a161-cd064bcc821c
Cl,XO3,9cbd38b5-a475-4552-a1ff-45572443f630
Cm,X2O,8cdea9bc-42c5-4897-84ad-d6654caec3c7
Cm,X2O3,e2d9a561-7ab7-40f0-8978-d4bbe6593d16
Cm,X2O5,e61e9fa0-676e-4520-8f27-24495a5df252
Cm,XO,72632875-d833-4e3c-9774-ff1ce5f59f22
Cm,XO2,7fbb2870-28de-440c-a76a-dca45b16efb6
Cm,XO3,80bdd4f5-5e21-46cf-9f67-1682be1b8e59
Co,X2O,758fdc3f-bff6-4f98-8cb2-f4e252752766
Co,X2O3,740a9f91-72cf-4c2f-808f-2c7030fa1fa5
Co,X2O5,72c838f4-76a9-40b6-aa19-32694fb7ba3e
Co,XO,8d987cfa-b146-4b95-9dee-83753d9f3965
Co,XO2,9185055f-435d-4a6b-bf89-57f7394978ea
Co,XO3,ce249a86-bffb-4afb-af02-23c3bd356b27
Cr,X2O,cfdde694-3b80-4204-87f3-3017c4785dec
Cr,X2O3,a43b9abf-7c32-46f4-897b-e87e98e2bd9f
Cr,X2O5,5f7cabe8-adfb-4c00-83d0-28883409e994
Cr,XO,f40edf73-71bb-473e-bcf7-2947d0e8f569
Cr,XO2,5197bb79-85a4-4443-a61c-2be7ca86d4f3
Cr,XO3,ae1f9a7e-b21f-497d-8ed9-433ef02cdb29
Cs,X2O,607150e3-ac20-40a3-bc70-899c27d2bd10
Cs,X2O3,6468f2e0-c753-4c75-bc60-853eaa42d057
Cs,X2O5,52f3c1cc-b66f-4923-9a1f-6df06bb07092
Cs,XO,ed8ddbc2-a5f5-4fc6-af63-5180e9277f22
Cs,XO2,97b905a6-2d37-4f58-aeea-5e18d7a5a0a3
Cs,XO3,ae7852f8-8732-4614-86a7-2daa6f5bc887
Cu,X2O,2a61ca71-4ad7-43e0-ac06-9b86f2359721
Cu,X2O3,9687d380-30e6-4272-baeb-f5370eef1d61
Cu,X2O5,5a64a31f-6e73-4c07-96b6-ed9a4d9066d5
Cu,XO,5eec5ffd-b467-4077-9013-9ab3c402f995
Cu,XO2,2496d3f5-9752-4f65-b41a-974d77b14b79
Cu,XO3,4c4b1659-6dc7-4560-b47a-3d09fe741071
Dy,X2O,d9571164-0f12-45cb-974f-4e560ceae4b1
Dy,X2O3,c8aadc41-b36a-4d56-ab72-8afd8bf02798
Dy,X2O5,f8b2ea4c-c005-4ea7-bb7c-6e9e7ed483a7
Dy,XO,3b46d4e0-be3a-43a8-9194-29c7c8297916
Dy,XO2,50cbc649-da22-4d78-9cc0-ad711e26e478
Dy,XO3,9bf3784c-093f-471f-a19f-090de7dbe58d
Er,X2O,fc3c42db-8c51-424c-8181-5f6dabace092
Er,X2O3,a3f9b7f3-9d2d-43f0-a353-d98275d0a43a
Er,X2O5,d5ed1dfc-60f4-43d9-99fb-8e3f633b7494
Er,XO,a8969508-2271-4475-9754-78280586c8b4
Er,XO2,d9db4edb-d82c-414a-8dcf-2394d2c1f866
Er,XO3,59ed7efa-a849-4a97-945f-9df84d49c63a
Eu,X2O,7992360c-5eec-4c78-b00d-427e75e486bb
Eu,X2O3,709a901f-02ad-4eb4-8944-14c17027cc1f
Eu,X2O5,09ed5afc-a002-42e9-9a4b-8c09c30992af
Eu,XO,8137c60e-7dec-4756-a503-9ef450142ee8
Eu,XO2,89a5ce19-0755-40f2-a6bd-a4d4bf3fec62
Eu,XO3,a3bbd545-bea4-4889-920e-cc62a21abb5e
F,X2O,d61b0bed-e3d9-4ba9-8528-28c6619bf28f
F,X2O3,ad37701a-c60a-48e2-8679-00659723e06b
F,X2O5,e41df7b7-f605-4ec9-ac30-5be22f5dcd6a
F,XO,32f11413-428d-4b51-92d5-ff30d120097b
F,XO2,c44ba8f8-ad32-45c0-9ef7-87646fca9858
F,XO3,e91a7407-7427-4dc6-9f0c-60ee1ae7d00e
Fe,X2O,9f5ace25-ec0d-4146-87e5-f68091590c8c
Fe,X2O3,72c99bcb-7e17-4092-a624-e7a93922d1d7
Fe,X2O5,947ab841-6705-4879-abf4-8beda70a56fd
Fe,XO,43c2010f-7a5f-4dc8-aea2-a74ea605fcfc
Fe,XO2,a2cef7d6-d8ec-4db5-b234-17e9232adadb
Fe,XO3,522a7116-c34f-43e9-aac2-014ffd94896b
Fr,X2O,95b6ca1d-2e1d-4aff-a1f3-a46221590ba2
Fr,X2O3,a4098ed6-c20e-434d-97ea-4d65ed3b4821
Fr,X2O5,ce8ee2b7-0afb-4db3-b037-5001237b53b7
Fr,XO,8a351472-fa8c-48f8-a2e5-35716f60fc20
Fr,XO2,ca35d336-049e-4472-8669-91ab33d3e81a
Fr,XO3,49e31137-748d-4db7-b09d-21d7d93d6382
Ga,X2O,29580f8b-b30b-4e19-82c9-ce3643216788
Ga,X2O3,0c8352a4-c0a4-4308-8bcc-5646cbc66b34
Ga,X2O5,e82906ed-208e-4c48-bb56-2008a4fc1525
Ga,XO,0308d6ee-48d5-40a5-81f8-9ac03b6a873b
Ga,XO2,adce2807-3f2b-4702-80fe-556fa6afb8db
Ga,XO3,814c58d0-19d1-4e5f-8705-6e2962628999
Gd,X2O,3f1df3ef-7e6f-4d38-ac9f-e7033281233f
Gd,X2O3,bf1017f4-b258-4647-8da1-940802258ab6
Gd,X2O5,22bd5f89-8b10-4114-86e1-2ef0339634a6
Gd,XO,172c2165-38c9-42e7-9bcb-35d4bde2c2e6
Gd,XO2,2942990f-984a-43bb-9e17-fec33303c0d7
Gd,XO3,68101655-d6fb-481a-9845-09f729e6ef18
Ge,X2O,e924366d-546a-4628-bcf7-6fa5b3e3ba18
Ge,X2O3,233757ad-800b-4829-9041-f6a7fdd3aec2
Ge,X2O5,47b6cbcc-7cac-400a-901f-baea53a0dba2
Ge,XO,cfcde999-50af-496f-af02-ce2561c4a1c6
Ge,XO2,724ca154-48b6-4c1d-8a25-73226f97d3c1
Ge,XO3,ad687f4d-3d2d-4674-9f64-9e1c85d9f1f8
H,X2O,e6a4c4b5-8f5c-46fe-b64e-3aeaecde592c
H,X2O3,90b7c5e4-13e7-4e80-af85-6b22506141fa
H,X2O5,4d408b70-b3dd-49e9-adb7-bb25183c8b36
H,XO,33cb3258-749d-420d-a9ab-f9ca4859a421
H,XO2,bdfb4ac6-d356-4a1c-b369-b53bf91ed14c
H,XO3,8114fa4c-e246-4a97-afe1-9b9f4e367066
He,X2O,038476d8-e1f0-4fff-a27c-cce89466d660
He,X2O3,1b52f970-657c-4ffc-837d-77979fce1613
He,X2O5,d4088704-bfc0-4e28-8bce-fcd966183b3d
He,XO,fdcc3e4d-1c42-4626-a4ed-03df82176dfa
He,XO2,cdfad7dd-236f-4105-af88-2c64f6dc3400
He,XO3,fff491ab-5f26-4263-a799-bd386c621d89
Hf,X2O,3221fcf3-a118-4048-a0ee-dc176df68fbb
Hf,X2O3,8b011187-0f0d-4d3b-ad51-f92232eefac6
Hf,X2O5,3a63c1bb-0983-45dd-a5bd-514fcae016ec
Hf,XO,ceb7d3f4-cbe9-4570-8979-363e071dc686
Hf,XO2,ac06a9ce-bd59-4c62-a432-2743926375a2
Hf,XO3,01761d9e-88e4-4316-ac70-9fb753c3bae2
Hg,X2O,a93d0a8f-8c7a-425b-b273-6eed2846434a
Hg,X2O3,af4cc2d3-513c-4142-a379-08b23b0785a1
Hg,X2O5,aa1a8acd-d273-448f-a7fe-acdfb5c0494d
Hg,XO,a24577dd-fb46-403c-b279-09aba89cdfc6
Hg,XO2,63a2c21e-75f3-4020-971a-82ce4a495d5e
Hg,XO3,0eb2a65a-1098-4658-bd59-6aedca9154f9
Ho,X2O,d73f9d0f-02a4-4946-a8d7-a716aacc8cfc
Ho,X2O3,2ad5fd64-62ca-4ec3-8b1a-32883efc18ce
Ho,X2O5,67317301-82dc-45dc-ba81-fd79353cae02
Ho,XO,562247d2-d4c4-41df-8c9a-23088866af54
Ho,XO2,e46e49e0-fc7b-4b77-a1f6-4e2eb2267a92
Ho,XO3,290493c1-00c4-4250-937b-432ca51cba11
I,X2O,f7e5c3fb-b47d-4af9-ab1a-3e01956b25e1
I,X2O3,4c79f2f5-2c8a-4df8-bea2-7ea83f059f39
I,X2O5,03a7a879-d483-44d9-89ac-93fb0eb261a0
I,XO,95bd43f1-24c9-4ed6-ae96-3a0849e4f05f
I,XO2,e0419807-5f43-44ba-9866-7e5c49cd7f2c
I,XO3,487c9a39-f4a2-40aa-886c-e5e0d8498def
In,X2O,0a2e2efb-6dc1-40b9-891d-0d8d7c2a085c
In,X2O3,e6467510-1767-4470-8fa7-a494aa5b788b
In,X2O5,2e44094d-962c-4744-b57e-9241d99c78de
In,XO,dd4abf9c-7a95-47c3-b004-a42617dacb3f
In,XO2,a054efa9-7fa7-466a-8826-461ab82197bd
In,XO3,aeece20d-5bd5-4d93-8341-3a4a880218dc
Ir,X2O,f9662280-dff0-4ebc-8a19-e7a5c3d52293
Ir,X2O3,7362c759-5f4b-4d05-8d01-35746280eab4
Ir,X2O5,96141fe5-760a-47fa-a1bd-a26f1dfda5ab
Ir,XO,dd467a37-d268-407a-9a60-e5ddb6a3955b
Ir,XO2,80762e4d-21c7-4839-ab55-bdbb4eace493
Ir,XO3,dcfc443b-14f9-4e79-ba1f-7d894143f61b
K,X2O,145f18e1-0f33-4101-ab40-7c90cc39954e
K,X2O3,99f02409-dca6-4f2a-8371-c00fa8c103cf
K,X2O5,0844c56f-b959-495a-bd3a-f2c3bbecbb7d
K,XO,ca5d6ebc-a498-4eea-aed9-a24479882cbc
K,XO2,22609e6b-4eec-46fb-9a36-82c83301fee4
K,XO3,eb20a421-44a8-4170-a3dc-96792bc6719d
Kr,X2O,87c1da7a-b455-4b86-a932-55efa17df24a
Kr,X2O3,179b06a0-a4a9-4de5-aa67-eadbe51f22f5
Kr,X2O5,b6187b79-2ad3-4bc4-9972-ac2a79c743bd
Kr,XO,203742e4-efbc-43d8-9e62-0a9344c7107a
Kr,XO2,974fa77d-e61f-408b-ade3-77378492ab75
Kr,XO3,359ad26e-6258-4481-b81f-d39530b0ad45
La,X2O,44fff38b-5526-47e7-8b0d-117cfafe1e9f
La,X2O3,831039ca-9678-46cf-a256-bb02d9aeeadd
La,X2O5,603a0aa4-0269-40ba-b228-97241d0a6096
La,XO,833e97b1-d0ea-49ee-b685-ba64e471bcf2
La,XO2,273097c1-5ff6-431f-bb71-be81434ab7be
La,XO3,00259150-eb40-4d98-bd33-8a75b5b3c37e
Li,X2O,af96d809-9991-4887-9020-baa212deac3b
Li,X2O3,ef0c2e03-ec2f-4a4f-b193-42ec549cc377
Li,X2O5,56790975-4ed3-4497-9ebb-66980d21998c
Li,XO,0611969d-1198-435e-b576-69a81b1aae4b
Li,XO2,6f9c2f79-c4b8-4a1e-becd-ab8f8cd49e1b
Li,XO3,ad56127e-01ee-47c9-992a-60d590bd0c3d
Lu,X2O,0826ea5a-37da-42af-85cb-f15065b20b03
Lu,X2O3,7733d619-bf35-4221-a2db-3309607b7ae3
Lu,X2O5,e90ac001-bd9a-4e23-a56c-dc7a7b6b8277
Lu,XO,75b62984-8659-41ed-a018-b08ca6ec7523
Lu,XO2,75433618-51ff-4cf9-9b1a-866e16bc49a2
Lu,XO3,8927cbc3-20ce-481f-9c98-3c8ebf537c0a
Mg,X2O,22090e78-d879-4377-ba57-47d758dd0306
Mg,X2O3,9394c42a-74f9-4cee-a172-3b85d34b70a5
Mg,X2O5,f2cd16de-b8be-4ee0-842a-16e78bc280cf
Mg,XO,a64c0ddb-4878-4d71-a118-0938b88ecbbc
Mg,XO2,f2722609-ff9a-4f34-be6f-fc766bea6dc1
Mg,XO3,e8a0d3d6-3243-4d64-9981-aca89d05876c
Mn,X2O,0ddce4f9-e984-4086-b09e-e06504944792
Mn,X2O3,45310d3b-9a93-48f8-9887-c6fed6bc0cdb
Mn,X2O5,b76ea244-2591-4009-a729-4056ca316f9a
Mn,XO,565ad4f9-3c07-40a9-9c77-c37be7a4afe3
Mn,XO2,91918a1b-c5e3-4cde-8ed0-c5e66d64ec17
Mn,XO3,1238a6d5-38e0-42cd-b040-5578e34f2cef
Mo,X2O,1311bc05-3190-48ef-9b43-c121728ef308
Mo,X2O3,1fb983e4-9d1f-45e7-a08c-e4000881c325
Mo,X2O5,6aab1643-6884-4faf-a2dc-65f6b4a3def6
Mo,XO,6d36cefd-865d-4fab-97ce-79f6a45c8510
Mo,XO2,5bf7dcf1-450b-4c62-8f16-6db8117658a1
Mo,XO3,c65ef0a2-449f-4e0b-96d1-4967ed100a3c
N,X2O,36fd5f45-3af9-40a1-a3b6-d37d0ebb2f12
N,X2O3,457f1d2a-d759-46c1-b1d8-31af22d0539d
N,X2O5,b4cb5adc-75d8-4e12-a164-6d523b89aa74
N,XO,cac0f6c7-8bee-4439-b8f5-05922b3d9277
N,XO2,09808c19-690f-47b9-b689-4b68c3237e82
N,XO3,3fb70d12-12c5-4cbf-8a64-46226da2251c
Na,X2O,4cbb2843-0237-4021-a361-c155d4f22559
Na,X2O3,939e665e-57f6-4466-ba9b-5b7db2d30325
Na,X2O5,d9543185-1540-4953-b89a-de36d4299474
Na,XO,75d1a21e-05a8-4e06-934f-a70d0ed70402
Na,XO2,af1cac55-bc43-406e-8944-b2fcc374506d
Na,XO3,424b8105-b7ab-4e27-9600-214dd589afe2
Nb,X2O,ab1dce39-6bce-4565-80a2-45e187163f47
Nb,X2O3,0a0562f4-6407-4a2d-a0d5-b0c25de6c4a1
Nb,X2O5,8ff97d0f-d805-4af7-8de4-c7c821ce3beb
Nb,XO,82077d10-aed6-469b-8b42-1fbc946d0252
Nb,XO2,2f293b89-1e85-4c13-9ddb-f1ffb36aa8d7
Nb,XO3,5033128f-0d1e-4faf-ba14-46f7a1309c54
Nd,X2O,e568b57d-b4ff-49eb-935e-4fc5c3f2531f
Nd,X2O3,cb63a76d-1d33-4207-96ed-25da3b950d3a
Nd,X2O5,52561196-30ee-4c91-b1ea-26988048de04
Nd,XO,9f420d06-e4eb-4e24-9a6d-72394bd96711
Nd,XO2,d66ef75a-61f8-4c30-8db2-b9f2f3de8b49
Nd,XO3,bcb46af2-c2c2-4700-8a4d-7e0ead8e18de
Ne,X2O,226e0f10-d5f8-4dec-a169-65abb2cdf69c
Ne,X2O3,98150bb6-febf-4059-9ae8-745fccc9b9b6
Ne,X2O5,361177ff-2ffb-437b-ab43-1b0a3293d4a6
Ne,XO,9a25549c-1f66-4ae4-88d3-2285f55a8511
Ne,XO2,e0b0c697-9147-4546-8716-929ebb2986e7
Ne,XO3,b6382b56-e859-4322-a48d-a1bbee91ed87
Ni,X2O,6f6893e5-419b-46d6-8773-05bbac1771bf
Ni,X2O3,c76f98b7-a2a6-4bfd-8d23-4065082d8fe6
Ni,X2O5,094efd12-6799-44c6-9b69-11dcca87019b
Ni,XO,d17dd69b-60f1-49a5-9e90-82c250980e9d
Ni,XO2,49c0d4aa-b6b8-42d7-85a9-8de12ea82f23
Ni,XO3,50baaba1-f5e5-49cc-86d9-880dda1d18ec
Np,X2O,f82d9765-fdcc-4005-852d-5f41778f2391
Np,X2O3,ae4c6944-9356-4fae-89dd-7e8d22186b67
Np,X2O5,d4e06931-da53-4307-a471-533d3d66ec9b
Np,XO,00bb8b7d-4a8f-4387-9b26-2e26c5ab9a58
Np,XO2,ae177e92-b915-42eb-a117-bc44a896c376
Np,XO3,4d2ce64e-0944-4b8b-9dbc-7b05f92f9050
Os,X2O,454d5e8a-da4c-4779-a3db-c4bdc086f1fa
Os,X2O3,64345239-d68c-4bdd-bbd2-6909f5124cd9
Os,X2O5,70944fa6-62d1-4c53-a4c1-c41d630cfcf3
Os,XO,bd05e3fd-08ac-4d33-b84a-cf6f5118444c
Os,XO2,b44a516c-7fde-4fb0-bbfd-d91fff917823
Os,XO3,9014da16-c2f3-4d28-bb4e-d1299e85ddf9
P,X2O,d4ba6edd-758f-4cd8-a2d8-32eb326b0d62
P,X2O3,1ad1e8e4-0469-4bfa-b0bb-15318d72addd
P,X2O5,ebf47abd-d9b5-4521-bb8e-4b59f08ff1d2
P,XO,5363493b-8444-4e63-b407-934df8d2c955
P,XO2,dceefefb-e470-4d39-9b60-6b13327862aa
P,XO3,e634aa5b-2384-4269-9ff3-b295d840b76a
Pa,X2O,e0cdacf3-c79d-4ff1-bd46-1fa28941feff
Pa,X2O3,79b24667-9821-4ffc-9c3d-c296eb30ae95
Pa,X2O5,cebac181-bcdf-42cd-85dd-8a7d84622cec
Pa,XO,3e02de37-8dfa-480d-99b0-c1ed9dafadd7
Pa,XO2,ffa23688-929d-4fad-bee0-c59e08aea2fc
Pa,XO3,9c501a38-7d53-40dc-9814-0a9b85921012
Pb,X2O,bb78258f-35aa-4ccd-a9b9-219d45a998d2
Pb,X2O3,cd3af737-1ac9-492b-b8d2-21812ca2fdcd
Pb,X2O5,d455e3e3-19f9-4cfd-8e48-741c59ab0853
Pb,XO,f5adb07b-0d33-4c72-9fc8-29901f252bbd
Pb,XO2,a690a6b9-eb62-4af7-873b-7de560108b0b
Pb,XO3,d9991922-d67c-4164-9978-f78ddc22eedf
Pd,X2O,68e22bc9-114c-4538-819b-5446917de639
Pd,X2O3,2abe9110-4d33-4e8c-ab5a-bd6552276b5e
Pd,X2O5,8cd1e481-6af1-40fc-86e6-b62006b77399
Pd,XO,ed318664-3f4a-4533-a18a-11a1b732b97f
Pd,XO2,995bae07-1455-4f0f-ae3f-247ccefe6e52
Pd,XO3,81ba84a8-dbe7-424c-9001-807d0d58bd1c
Pm,X2O,e2504b68-1b16-4dec-9e11-2bdf251c6442
Pm,X2O3,3ce9332f-1ad7-4f9e-bab8-3c924f16aa97
Pm,X2O5,8188bd49-215f-43c9-b1ec-316d536982e1
Pm,XO,0ecc13ca-09ff-4c9a-a9da-643cfa7397b5
Pm,XO2,743fd4e9-6070-4978-af5b-8843105550fd
Pm,XO3,83dd364e-6fe3-43b1-a45b-06c12cd98e44
Po,X2O,6270b35e-718e-4306-9411-4696e9fe22f4
Po,X2O3,786cda6e-7384-43c7-8752-678fe19418a4
Po,X2O5,d9c73dc4-fafa-49ab-af5d-10d6c7600e04
Po,XO,a0646d66-51c4-43df-bab1-398e817bd0aa
Po,XO2,448a5d6a-c117-41ad-958c-fb319ef9a436
Po,XO3,cc242c12-8bee-4809-b65d-b8b5b60b9432
Pr,X2O,6daf1753-3d5e-4747-9de9-1586902eabfb
Pr,X2O3,8f261e65-781a-4b0f-b394-202cfecfbe28
Pr,X2O5,aa0d63d4-8b08-4dd0-87ad-9ac22923dbb9
Pr,XO,419ab5f1-3644-43e0-94c7-924850c4c118
Pr,XO2,12a68447-be8e-4cc9-9fb6-d23a753ba037
Pr,XO3,ba31266c-66a1-4a36-9dd1-81d36a98d0b1
Pt,X2O,13fd6e80-17fe-4596-966e-7769e368f121
Pt,X2O3,36b079e6-d266-4a2c-afca-61c44dc29299
Pt,X2O5,98872138-6bcd-4ac7-bda4-08ba9566e96a
Pt,XO,5afaa648-1b33-4cf6-9ac6-f6bba67a5b2d
Pt,XO2,49af3192-bfde-45d9-8e56-4d1e058a8f17
Pt,XO3,1e992adb-3ea4-4d8b-af19-f009756b7101
Pu,X2O,d2c19aac-fe72-451d-a24f-56ee187dd844
Pu,X2O3,db120340-a3b0-4365-847d-12bef04c19d7
Pu,X2O5,720e6e48-af5f-42a2-bb34-043597584de3
Pu,XO,53b13323-7259-4c41-acf3-001b2aba66ad
Pu,XO2,5a904cac-daac-4c15-9230-222e43631005
Pu,XO3,85ebbfe2-c005-4b46-9c38-2d405cce644f
Ra,X2O,db4c570f-9bad-4aa2-8945-ef4c3d1cd773
Ra,X2O3,ebdaca81-22b8-4769-867e-3b880cef5cbc
Ra,X2O5,3ef845dc-bddd-4d2d-99ce-1402e9c10fbf
Ra,XO,71b9c02a-5379-4c1a-9c90-e0268e52c4aa
Ra,XO2,176f883b-086f-4760-a820-3029ce7eaf54
Ra,XO3,2a9e848c-5d5c-4726-ad99-51d389b7d254
Rb,X2O,211b343b-96a0-4a21-919e-6abd40a25cbd
Rb,X2O3,f91d296d-68ea-4ad8-b252-3280cd97e251
Rb,X2O5,59fab533-35af-4fa3-82a2-d1c0fc5e5498
Rb,XO,1876afe1-4dd3-4fe6-87a1-3e30e18af81f
Rb,XO2,e7dac06f-2b70-4819-9879-8102e20a3b5e
Rb,XO3,8ef9e679-44ce-4125-add4-bdd8d9768134
Re,X2O,29f0cbcf-fcb3-47d4-ae40-74fedc4b5887
